aam a dutch and german measure of liquids varying in different cities being at amsterdam about  wine gallons at antwerp   at hamburg
pecker	one who or that which pecks specif a bird that pecks holes in trees a woodpecker
pecten	a vascular pigmented membrane projecting into the vitreous humor within the globe of the eye in birds and in many reptiles and fishes  also called marsupium
pectination	the state of being pectinated that which is pectinated
peculiarity	the quality or state of being peculiar individuality singularity
peculiarness	the quality or state of being peculiar peculiarity
pedage	a toll or tax paid by passengers entitling them to safeconduct and protection
pedagogism	the system occupation character or manner of pedagogues
peddler	one who peddles a traveling trader one who travels about retailing small wares a hawker
pedesis	same as brownian movement under brownian
pediculus	a genus of wingless parasitic hemiptera including the common lice of man see louse
pedobaptism	the baptism of infants or of small children
peen	a roundedged or hemispherical end to the head of a hammer or sledge used to stretch or bend metal by indentation
peephole	a hole or crevice through which one may peep without being discovered
pegador	a species of remora echeneis naucrates see remora
pegm	a sort of moving machine employed in the old pageants
pelargonium	a large genus of plants of the order geraniaceae differing from geranium in having a spurred calyx and an irregular corolla
pelecoid	a figure somewhat hatchedshaped bounded by a semicircle and two inverted quadrants and equal in area to the square abcd inclosed by the chords of the four quadrants
pellagra	an erythematous affection of the skin with severe constitutional and nervous symptoms endemic in northern italy
pellitory	the common name of the several species of the genus parietaria low harmless weeds of the nettle family  also called wall pellitory and lichwort
pellucidness	the quality or state of being pellucid transparency translucency clearness as the pellucidity of the air
peloria	abnormal regularity the state of certain flowers which being naturally irregular have become regular through a symmetrical repetition of the special irregularity
peludo	the south american hairy armadillo dasypus villosus
pelvimeter	an instrument for measuring the dimensions of the pelvis
pemphigus	a somewhat rare skin disease characterized by the development of blebs upon different part of the body
penality	the quality or state of being penal lability to punishment
pencil	a small fine brush of hair or bristles used by painters for laying on colors
pendant	something which hangs or depends something suspended a hanging appendage especially one of an ornamental character as to a chandelier or an eardrop also an appendix or addition as to a book
pendentive	the portion of a vault by means of which the square space in the middle of a building is brought to an octagon or circle to receive a cupola
penelope	a genus of curassows including the guans
penitentiaryship	the office or condition of a penitentiary of the papal court
penmanship	the use of the pen in writing the art of writing style or manner of writing chirography as good or bad penmanship
